image,timestamp,experiment,training,dev,dev_resampled,test,test_resampled,YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,setpoint O2 (fraction),ROI definitions,setpoint ID,scum tank
2019-10-07--12-21-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:21:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.7,147.732885,760.7,23.6,,0.036208,0.06584,0.159946,0.165606,0.121276,0.171384,0.028903,0.127963,0.414627,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-21-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:21:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.7,147.713464,760.6,23.6,,0.036186,0.065867,0.159953,0.165599,0.121258,0.171351,0.028912,0.127873,0.41467,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-22-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:22:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.693333,147.702841,760.6,23.6,,0.036203,0.065908,0.160082,0.165574,0.12124,0.17134,0.028922,0.127894,0.414727,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-22-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:22:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.6,147.554118,760.6,23.6,,0.036241,0.065915,0.160054,0.165607,0.121266,0.171351,0.028936,0.127909,0.414791,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-23-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:23:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.6,147.534718,760.5,23.6,,0.036232,0.065905,0.160012,0.165592,0.121275,0.17136,0.028934,0.127926,0.414653,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-23-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:23:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.6,147.555412,760.606667,23.6,,0.036196,0.065898,0.16,0.165615,0.121248,0.171383,0.028919,0.127832,0.414654,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-24-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:24:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.6,147.555412,760.606667,23.6,,0.03626,0.065906,0.15998,0.165538,0.121223,0.171342,0.028947,0.127894,0.414772,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-24-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:24:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.5,147.412859,760.693333,23.6,,0.036264,0.06591,0.160017,0.165618,0.121246,0.171363,0.028921,0.12794,0.414632,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-25-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:25:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.5,147.394773,760.6,23.6,,0.036314,0.065928,0.160013,0.16559,0.121294,0.171379,0.028941,0.127908,0.414636,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-25-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:25:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.5,147.414151,760.7,23.6,,0.036296,0.065925,0.160085,0.165621,0.121316,0.171448,0.028941,0.127935,0.414798,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-26-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:26:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.5,147.412859,760.693333,23.6,,0.036279,0.065931,0.159993,0.165645,0.121312,0.171477,0.028922,0.127984,0.414699,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-26-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:26:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.4,147.236717,760.606667,23.6,,0.036285,0.06591,0.160044,0.165625,0.121271,0.17143,0.028933,0.127858,0.41479,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-27-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:27:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.4,147.235427,760.6,23.6,,0.036272,0.065907,0.16004,0.165591,0.121281,0.171335,0.028933,0.127877,0.414725,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-27-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:27:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.4,147.236717,760.606667,23.6,,0.036273,0.065929,0.160038,0.165638,0.12129,0.171409,0.028945,0.127936,0.414713,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-28-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:28:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.393333,147.205447,760.5,23.6,,0.036297,0.065918,0.160064,0.165553,0.121294,0.171354,0.028943,0.127943,0.414717,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-28-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:28:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.3,147.076081,760.6,23.6,,0.036323,0.065985,0.1602,0.16564,0.121314,0.171367,0.028897,0.127926,0.414752,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-29-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:29:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.3,147.074792,760.593333,23.6,,0.03632,0.06596,0.160069,0.165651,0.121284,0.171388,0.028947,0.127877,0.414712,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-29-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:29:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.2,146.898707,760.506667,23.6,,0.036307,0.065945,0.160025,0.165658,0.121279,0.171321,0.02891,0.127887,0.414647,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-30-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:30:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.2,146.916735,760.6,23.6,,0.036321,0.065954,0.160078,0.1656,0.121297,0.171364,0.028921,0.127864,0.414701,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-30-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:30:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.2,146.897419,760.5,23.6,,0.036335,0.065913,0.160075,0.165583,0.121227,0.171395,0.028934,0.127868,0.414535,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-31-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:31:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.2,146.898707,760.506667,23.6,,0.036338,0.065963,0.160068,0.165654,0.121259,0.171334,0.028908,0.127845,0.414678,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-31-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:31:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.106667,146.751292,760.513333,23.6,,0.036355,0.066001,0.160127,0.165611,0.121276,0.17136,0.028924,0.127906,0.414647,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-32-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:32:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.1,146.756103,760.593333,23.6,,0.03635,0.065992,0.160105,0.165667,0.121268,0.171377,0.028909,0.127887,0.414649,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-32-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:32:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.1,146.75739,760.6,23.6,,0.03633,0.065949,0.160028,0.165575,0.121254,0.171339,0.028926,0.127901,0.414664,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-33-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:33:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.1,146.758676,760.606667,23.6,,0.036376,0.065975,0.16006,0.165634,0.121284,0.171326,0.028902,0.12787,0.414623,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-33-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:33:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.596759,760.593333,23.6,,0.036368,0.065992,0.16009,0.165567,0.121301,0.171358,0.028932,0.127927,0.414672,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-34-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:34:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.598044,760.6,23.6,,0.03639,0.06599,0.160072,0.165633,0.121298,0.171352,0.028942,0.127896,0.414749,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-34-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:34:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.598044,760.6,23.6,,0.036393,0.066005,0.160105,0.165648,0.121285,0.171284,0.028926,0.127951,0.414744,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-35-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:35:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.598044,760.6,23.6,,0.036412,0.066,0.16006,0.165625,0.121272,0.171376,0.028955,0.12789,0.414635,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-35-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:35:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.598044,760.6,23.6,,0.036411,0.066007,0.160105,0.165703,0.121302,0.171393,0.028921,0.127874,0.414791,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-36-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:36:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.993333,146.569432,760.506667,23.6,,0.03641,0.066035,0.160103,0.165658,0.12131,0.171368,0.028938,0.127921,0.414679,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-36-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:36:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,92.0,146.57877,760.5,23.6,,0.036426,0.066016,0.160104,0.165682,0.121302,0.171452,0.028906,0.127958,0.414754,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-37-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:37:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.993333,146.568148,760.5,23.6,,0.036424,0.066029,0.160072,0.165607,0.121295,0.171337,0.028957,0.127924,0.41474,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-37-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:37:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.9,146.419445,760.5,23.6,,0.036438,0.066023,0.160122,0.165665,0.12128,0.171337,0.028901,0.12789,0.414711,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-38-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:38:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.893333,146.408824,760.5,23.6,,0.036447,0.066033,0.160106,0.165617,0.121314,0.171374,0.028896,0.12791,0.414775,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-38-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:38:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.9,146.420729,760.506667,23.6,,0.036458,0.066066,0.160147,0.165656,0.12132,0.171372,0.028926,0.127953,0.414801,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-39-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:39:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.9,146.437415,760.593333,23.6,,0.03649,0.066066,0.160127,0.16563,0.121312,0.17143,0.028944,0.127934,0.414863,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-39-44_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:39:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.806667,146.272026,760.506667,23.6,,0.03648,0.066068,0.160194,0.165662,0.12128,0.171416,0.028939,0.127946,0.414705,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-40-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:40:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.8,146.26012,760.5,23.6,,0.036509,0.066131,0.160309,0.165648,0.121349,0.17134,0.028916,0.127929,0.414775,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-40-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:40:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.793333,146.249499,760.5,23.6,,0.036503,0.066088,0.16021,0.165569,0.121313,0.171322,0.028898,0.127945,0.414786,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-41-14_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:41:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.7,146.100796,760.5,23.6,,0.036506,0.066086,0.16016,0.165622,0.121326,0.171307,0.028903,0.127968,0.4147,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-41-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:41:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.7,146.100796,760.5,23.6,,0.036514,0.066069,0.160136,0.16564,0.121296,0.171464,0.028912,0.127963,0.41479,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-42-13_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:42:19,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.693333,146.090174,760.5,23.6,,0.036534,0.066103,0.160162,0.16567,0.121348,0.171396,0.028908,0.127914,0.414807,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
2019-10-07--12-42-43_additional_capture_params__exposure_time_0.4_iso_100_camera_warm_up_5_.jpeg,2019-10-07 12:42:49,2019-10-07--11-27-43-Pi7B0F-scumtank2_10k_images_attempt_6,True,False,False,False,False,91.6,145.941471,760.5,23.6,,0.036584,0.066119,0.160269,0.165656,0.121357,0.171407,0.028934,0.127939,0.414787,,"{'DO patch': [1040, 410, 230, 400], 'reference patch': [650, 875, 279, 252], 'reflectance standard': [660, 200, 250, 250]}",129,True
